cust_id,product_type
1343952,current_account
1122583,current_account
1090153,current_account
1204147,
979093,current_account
650458,current_account;individual_account
618564,payroll_account;credit_card;payroll;pensions;direct_debit
558539,current_account
780849,
318353,current_account;individual_account;medterm_deposit;funds
1220239,current_account
711330,current_account
930177,current_account
687977,current_account;individual_plus_account
924622,current_account
927782,current_account;premium_individual_account
672862,junior_account
146907,current_account
255778,individual_account
1309727,taxes;credit_card;direct_debit
1454188,current_account
1439526,current_account
961425,current_account
170610,
1207813,current_account
1229767,
500939,current_account;direct_debit
501756,individual_account;individual_plus_account;taxes
313687,current_account;individual_account;credit_card;direct_debit
351818,
1367447,current_account;direct_debit
289654,
1359183,current_account
192015,
334702,
835104,current_account;taxes;securities;direct_debit
670410,individual_account
1133155,current_account
1107232,current_account;eaccount
1293534,current_account
1310522,current_account
1323498,current_account
1198162,current_account
922517,current_account;securities;direct_debit
614670,
1141667,current_account
849404,individual_plus_account
44630,payroll_account;longterm_deposit;eaccount;credit_card;securities;direct_debit
802789,current_account
876558,current_account;individual_plus_account;longterm_deposit
1113157,current_account
1146750,current_account
65032,current_account;individual_account;longterm_deposit;eaccount;securities
272039,current_account
557051,current_account;individual_account
1162667,payroll_account;payroll;pensions
1238899,
1378091,
105541,current_account
584780,
1034426,current_account
1434947,current_account
123202,
886669,current_account
460219,current_account;individual_account
1174384,current_account
1110971,current_account
842289,current_account
946489,current_account
1444374,payroll_account;payroll;pensions;direct_debit
1203891,current_account
986688,
346158,current_account;individual_account
132780,current_account;individual_account;taxes
1174259,
1138769,current_account
345451,current_account;individual_account
725317,
1321809,current_account
1219720,current_account
1202630,current_account
229318,current_account;individual_account;longterm_deposit
1114000,current_account
1410510,current_account
171878,
802757,current_account;direct_debit
1165699,current_account
1039749,current_account
1365278,current_account
1430350,
1354897,current_account
755728,current_account
878111,current_account;premium_individual_account
1315778,
926662,current_account
241349,current_account;eaccount;taxes;securities
1381576,longterm_deposit
975201,
1124384,current_account;direct_debit
1212972,current_account;direct_debit
198638,individual_account
144582,individual_account
942384,current_account
1416892,current_account
94033,
273840,current_account
1307965,current_account
1326595,
1363032,payroll_account;payroll;pensions
113397,securities
332329,current_account;longterm_deposit
177385,current_account;individual_account
786191,
441493,payroll_account;eaccount;pension;credit_card;direct_debit
805028,current_account
1144432,current_account
593632,
620684,current_account;individual_account
1221154,current_account
388269,current_account;individual_plus_account
1360343,
1113828,
284745,individual_account
917469,current_account;premium_individual_account;securities;direct_debit
857790,payroll_account;direct_debit
374737,payroll_account;individual_plus_account;taxes;credit_card;payroll;pensions
176951,securities
449881,current_account;individual_account
973577,current_account;eaccount;direct_debit
1074261,payroll_account;eaccount;payroll;pensions
1200191,current_account
458833,current_account
113452,current_account;individual_account
1121500,current_account;direct_debit
425893,longterm_deposit
1102757,payroll_account;credit_card;securities;direct_debit
1122116,current_account
395336,current_account
941413,current_account
1090671,
382869,current_account;individual_account
85869,current_account;individual_account;taxes
624400,current_account;individual_account
521760,eaccount
1313956,current_account
334624,
838159,payroll_account;pensions
651189,
194235,current_account;individual_account
892309,payroll_account;premium_individual_account;eaccount;credit_card
124694,current_account
47998,current_account;eaccount;funds;credit_card
599602,individual_account
980719,current_account
921062,current_account
977769,current_account
983057,current_account
1184182,current_account
394531,current_account
291181,current_account;longterm_deposit;eaccount;funds;taxes;credit_card;securities;direct_debit
961670,current_account
1231296,payroll_account;payroll;pensions
1441519,current_account
1207494,current_account
1146449,current_account
1310690,current_account;direct_debit
1401602,current_account
991066,current_account
1360560,longterm_deposit
1374855,payroll_account;direct_debit
604618,current_account;funds
327005,individual_account
1231869,
1171319,
892547,current_account;premium_individual_account;direct_debit
1255947,
290122,individual_account
524396,
1258018,current_account;direct_debit
576669,
341187,current_account;individual_account
587261,
1152119,current_account
1157881,current_account
500272,
177893,current_account;individual_account;longterm_deposit
1304251,current_account
590623,individual_plus_account
1114318,
495506,
464724,current_account;taxes
1352041,current_account
404267,payroll_account;eaccount;taxes;credit_card;payroll;pensions;direct_debit
930328,payroll_account;payroll;pensions;direct_debit
829383,current_account;longterm_deposit;direct_debit
164602,payroll_account;individual_account;individual_plus_account;eaccount;funds;taxes;payroll;pensions;direct_debit
621695,current_account
1236029,eaccount
1275398,current_account
1246867,payroll_account;payroll;pensions;direct_debit
1208527,current_account
745782,current_account
463425,current_account;individual_account;securities
160613,
1007696,current_account
522065,current_account
954801,current_account
967104,current_account
1385939,payroll_account
1153684,current_account
352835,current_account
656622,current_account
1340333,current_account
354855,payroll_account;eaccount;direct_debit
124073,
1428666,current_account
639174,
1196804,current_account
390657,
499829,payroll_account;pensions;direct_debit
1248893,current_account
950588,current_account
1405785,
1079932,current_account
1169555,current_account
577100,current_account;individual_account
961796,current_account
1092970,current_account
717503,current_account
286020,individual_plus_account
671862,
244762,current_account;individual_account
484084,current_account
1378267,current_account
209136,current_account;taxes;direct_debit
111385,payroll_account;taxes;credit_card;pensions;direct_debit
309612,current_account;individual_account
841486,junior_account
725722,current_account;individual_account
1233779,current_account
427691,current_account;longterm_deposit;eaccount;credit_card
369433,
1089264,current_account
375845,current_account
1317968,current_account
329753,individual_account
1309555,current_account
152299,payroll_account;individual_account;credit_card;direct_debit
924467,current_account
1143694,current_account
1118834,current_account;eaccount
1026176,current_account
938699,current_account
1069707,current_account
225067,current_account
213234,payroll_account;individual_account;taxes;payroll;pensions;direct_debit
397641,current_account
1324022,current_account;direct_debit
31615,
1114083,
282282,individual_account
588380,current_account
79048,current_account
180220,current_account;securities;direct_debit
1306403,current_account;direct_debit
1182970,current_account
27551,current_account;individual_account
150762,current_account;individual_plus_account;eaccount
253059,
1238451,
995639,current_account
1180625,current_account
493746,current_account
1116847,
993603,payroll_account
178259,payroll_account;individual_plus_account;longterm_deposit;eaccount;taxes;direct_debit
463731,payroll_account;individual_plus_account;credit_card;direct_debit
1178030,current_account
724599,payroll_account
81760,current_account;individual_account;individual_plus_account;longterm_deposit;direct_debit
1142620,current_account
263988,current_account;individual_account
1210971,current_account
502800,
105168,payroll_account;payroll;pensions;direct_debit
496929,
726565,
878715,payroll_account;eaccount;taxes;credit_card;payroll;pensions;direct_debit
1392420,current_account;direct_debit
982342,current_account
1432170,current_account
996263,current_account
936480,current_account
1249736,current_account
37994,current_account;individual_plus_account;eaccount;funds;credit_card;securities;direct_debit
957391,current_account
946592,current_account
884020,
956869,current_account;eaccount;credit_card;direct_debit
877786,current_account;longterm_deposit
109356,current_account;individual_account
350347,current_account
887819,payroll_account;premium_individual_account;credit_card;payroll;pensions
89739,
222388,
515138,individual_account
243065,current_account;eaccount
46114,current_account;individual_account
1135137,payroll_account;payroll;pensions
349738,
869528,current_account;individual_plus_account;direct_debit
1009147,current_account
942628,current_account
1113281,current_account
742662,current_account
1112492,current_account
570535,current_account
1275423,
1404082,current_account
1241743,current_account;direct_debit
527149,
107135,current_account;individual_account;taxes
998777,current_account;eaccount
309849,current_account
254141,current_account;eaccount;credit_card
442015,current_account
1134673,
235178,payroll_account;eaccount;taxes;credit_card;pensions;direct_debit
891577,
1323914,payroll_account
1156460,current_account
1094228,current_account
1155543,current_account
990173,current_account
735072,current_account;taxes
1043064,current_account
957135,current_account
128825,current_account;individual_account
963195,current_account
158643,current_account;pension
263476,individual_account
1299744,current_account;direct_debit
1032711,current_account
1295687,
919553,payroll_account;taxes;payroll;pensions;direct_debit
228695,
409269,taxes
604550,current_account
441066,current_account;individual_account
995859,current_account
640269,current_account;premium_individual_account
1296791,
1222820,current_account
521124,current_account
1401423,current_account
1073610,
1195760,
1233419,current_account
1139968,current_account
993672,current_account
795824,current_account;individual_account
1023762,current_account
1389292,current_account;direct_debit
1315150,current_account
1292047,current_account
132558,current_account
183975,current_account;individual_account;eaccount;securities
526746,
916386,
1166334,current_account
1058852,current_account
1262963,
1357990,current_account
497420,current_account
261537,
1075819,current_account
971110,
713503,current_account
876899,current_account;credit_card;direct_debit
651044,current_account
511339,junior_account
1183100,current_account
541113,
242037,individual_account
1333243,current_account
1270252,current_account;taxes
768688,current_account;securities
1404947,current_account;direct_debit
1043289,current_account
721076,
1151232,current_account
1363325,current_account
965073,current_account
1065101,current_account
767681,current_account;individual_plus_account;securities
1159587,current_account
674892,credit_card
56547,home_account
291792,current_account;individual_account;longterm_deposit;credit_card
192976,current_account;individual_account;longterm_deposit;eaccount;direct_debit
687395,
226241,
1289923,current_account
980104,current_account;direct_debit
346461,
316101,individual_account
1054823,payroll_account;taxes;payroll;pensions
172124,current_account;individual_plus_account
472550,
1423314,
1335481,current_account
301206,individual_account
1036863,current_account
849075,individual_plus_account
1293396,current_account
100346,payroll_account;credit_card;pensions;direct_debit
777192,individual_account
130298,current_account;individual_account
438136,
380064,current_account;individual_account
137710,current_account;taxes
1376658,current_account
189756,current_account;individual_account;eaccount;direct_debit
1136252,current_account;taxes
950614,current_account
1245235,current_account
1366053,
1387954,current_account;direct_debit
23034,
1287844,
1317953,current_account
1175137,current_account
688554,current_account;direct_debit
178306,current_account
487089,
124206,
1288672,current_account
1255865,current_account
1192538,current_account
992802,current_account
894431,
586220,
1122721,current_account
548390,payroll_account;eaccount;credit_card;direct_debit
847616,current_account;longterm_deposit;eaccount;direct_debit
865282,current_account
472178,current_account
968526,
766306,current_account
511013,
1150730,
240693,current_account;individual_account
1142073,current_account
396887,current_account;individual_account
1154604,current_account;direct_debit
688734,current_account;individual_account
85072,current_account;longterm_deposit;securities
396219,junior_account
929724,current_account
1345389,current_account
1249091,current_account;eaccount
720409,current_account;individual_plus_account;direct_debit
938845,current_account
573208,current_account
957788,current_account
1211314,current_account
175020,
1208943,current_account;direct_debit
1329627,current_account
186944,individual_account;home_account
1063549,current_account
942660,current_account
1026452,current_account
1028822,current_account
1097777,current_account
1211107,current_account
99527,current_account;individual_account;individual_plus_account;taxes;credit_card;direct_debit
458688,current_account
505270,
679400,
437980,current_account;credit_card
248447,current_account;individual_account
1132842,current_account;longterm_deposit;eaccount
481920,current_account
1268891,current_account
1282014,current_account
139323,payroll_account;individual_account;payroll;pensions;direct_debit
200308,current_account;individual_account
158099,securities
805944,current_account;individual_account
310863,current_account;individual_account
452086,junior_account
1117748,current_account;eaccount;credit_card
163128,current_account;funds
986490,current_account
1050692,
1366798,current_account
956614,current_account
1294339,current_account
712616,current_account
1093424,current_account
557589,
1052207,current_account;eaccount
932555,current_account
1220893,current_account
1020717,
943748,current_account
1050986,current_account
1453492,
498698,
412043,payroll_account;individual_account;individual_plus_account;eaccount;taxes;credit_card;home_account;payroll;pensions;direct_debit
513125,payroll_account;longterm_deposit;eaccount;payroll;pensions;direct_debit
946731,current_account
1080028,current_account
508536,current_account
210358,current_account
591429,current_account
513292,current_account;taxes
992368,current_account
857680,current_account;direct_debit
325072,payroll_account;individual_account;credit_card;securities
1328179,current_account
967849,current_account
1222561,
1220144,current_account;eaccount;direct_debit
150145,current_account
588305,current_account;individual_account;credit_card;direct_debit
737100,current_account;individual_account;longterm_deposit
1304579,current_account
1421539,current_account
57055,payroll_account;eaccount;credit_card;payroll;pensions;direct_debit
518649,
840077,current_account
382006,current_account;individual_account
721663,current_account;loan
738740,current_account
162808,current_account;payroll_account;individual_plus_account;taxes;direct_debit
998490,current_account
265908,payroll_account;taxes;payroll;pensions
250025,
1027722,current_account;direct_debit
1347484,current_account
1332076,current_account
888509,eaccount
111750,current_account
1332859,current_account
79655,payroll_account;individual_plus_account;taxes;payroll;pensions;direct_debit
1017661,current_account
1030812,current_account
1381225,current_account
386480,current_account;individual_plus_account;credit_card;direct_debit
577162,current_account;individual_account;longterm_deposit;eaccount
274836,current_account;individual_account
1075450,
979054,current_account
1359724,current_account
1037911,current_account
897119,payroll_account;taxes;credit_card;direct_debit
620578,current_account;individual_account
396797,junior_account
861403,current_account;individual_plus_account
574291,current_account
112882,current_account
974558,current_account
1147157,current_account
891007,payroll_account;premium_individual_account;payroll;pensions;direct_debit
1336815,current_account
1023291,current_account
1168650,current_account
335995,current_account;longterm_deposit;direct_debit
1231526,
1399351,
196282,current_account;taxes;direct_debit
1431446,current_account
1271310,current_account
261714,current_account;individual_account
968651,current_account
477787,current_account;individual_account;direct_debit
1311777,current_account
1384992,current_account;funds
1399921,current_account;direct_debit
1036472,current_account
1321754,current_account
391516,individual_account
1383430,payroll_account;payroll;pensions;direct_debit
827195,individual_plus_account
99047,
1280973,current_account
451290,current_account;eaccount;direct_debit
1438951,current_account;direct_debit
504964,
1182514,current_account
111208,current_account
247882,payroll_account;funds;taxes
966696,
656832,
1212956,
905506,premium_individual_account
1222558,
1402554,current_account;taxes;direct_debit
191643,current_account;direct_debit
23872,
1332218,current_account
1421266,current_account
975426,current_account;direct_debit
1204845,current_account
603976,
1315175,current_account
270409,
240905,current_account;individual_account;individual_plus_account
1306202,current_account
1223864,current_account;direct_debit
565051,current_account
1214502,current_account
906075,
1250975,
1119043,current_account
408092,individual_account
398179,current_account;taxes
1267592,current_account
594389,current_account
717388,loan
602428,current_account;longterm_deposit
133763,payroll_account;individual_account;individual_plus_account;payroll;pensions;direct_debit
1156500,current_account
952161,current_account;direct_debit
654101,current_account
365371,current_account;individual_account
736744,
1247724,payroll_account
645729,current_account
1385804,
806764,current_account;individual_account;eaccount
717644,current_account
998104,current_account;taxes;direct_debit
334459,current_account;individual_account;taxes;credit_card;direct_debit
925367,current_account
953554,eaccount
1233297,current_account;taxes
930928,current_account
17150,current_account;securities
1063703,current_account
929725,current_account
386471,individual_account
1098670,current_account
1425365,current_account
562042,current_account;individual_account
1435139,current_account
161296,
409921,current_account
882186,current_account
1252984,direct_debit
491370,payroll_account;individual_plus_account;pension;credit_card;securities;direct_debit
1156640,current_account
1170293,current_account
327841,individual_account
440074,current_account;individual_account;funds;securities
1442978,current_account
1449854,current_account
832617,current_account;individual_plus_account
96524,premium_individual_account
206982,payroll_account;individual_plus_account
82333,
365743,
1421432,current_account
967651,current_account
1195432,current_account
1217802,current_account
805698,
126931,
411313,current_account;eaccount
517990,payroll_account;credit_card;direct_debit
330777,current_account;individual_account
1253404,current_account;direct_debit
726956,current_account;individual_plus_account;direct_debit
1194723,current_account
1319210,current_account
1367087,eaccount
554905,current_account;individual_account
195466,current_account;individual_account;longterm_deposit;funds
1220557,current_account
962192,current_account
1038291,current_account
808221,
459999,current_account
1241216,current_account;eaccount;direct_debit
1090730,current_account
1205992,current_account
1395615,
892572,
46560,current_account
1389623,shortterm_deposit
99410,current_account;payroll_account;taxes;credit_card;home_account;payroll;pensions;direct_debit
440857,current_account;individual_account;longterm_deposit
290380,
639532,current_account;direct_debit
416707,current_account;eaccount
1109128,current_account
925689,
1203760,
1076813,current_account
719627,current_account
161173,current_account;eaccount
641140,
159450,current_account;eaccount;taxes;credit_card;direct_debit
1066606,current_account
562902,
1351302,current_account
669113,current_account
1289239,current_account
599957,
484932,current_account;longterm_deposit
615204,current_account;individual_account
1083863,current_account
793578,current_account
100693,
576484,
78686,individual_account
1283459,current_account
1055053,payroll_account;direct_debit
397696,current_account;individual_account
1168973,
645313,current_account
403264,current_account;individual_account;longterm_deposit;eaccount
1124920,current_account
175272,longterm_deposit;securities
1216739,current_account
657794,current_account;longterm_deposit
715390,payroll_account;eaccount;credit_card;direct_debit
138967,current_account
170167,payroll_account;longterm_deposit;eaccount;taxes;credit_card;payroll;pensions;direct_debit
1229334,current_account
842646,
886623,current_account
1003599,
732426,
1127272,payroll_account;eaccount;taxes;credit_card;payroll;pensions;direct_debit
734267,current_account;individual_account
1308310,current_account
985248,current_account
911126,
1320755,current_account
400413,current_account;eaccount;taxes;credit_card
955926,current_account
1257586,eaccount
214497,
450456,current_account;eaccount;taxes;credit_card;securities
644901,individual_account
656595,
1162046,current_account
437415,current_account;individual_account
1230417,
682299,loan;taxes
1281512,current_account
1172508,current_account
1325711,current_account
949449,
934520,
1325975,current_account
1304339,payroll_account;payroll;pensions;direct_debit
1243234,
1234791,
1085591,current_account
277137,
96266,funds;pension
639338,
215325,individual_account
1050560,current_account;direct_debit
1131482,current_account;direct_debit
557032,current_account;payroll_account;individual_account;securities;payroll;pensions;direct_debit
1280526,current_account
1034786,current_account
371677,
29767,current_account;individual_account;eaccount
851909,current_account
1248171,current_account
1150035,current_account
1142311,current_account;direct_debit
1140708,
1264126,
787539,junior_account
336694,longterm_deposit
1253388,
1190713,current_account
291252,current_account;individual_account
184393,current_account
663810,current_account
906419,payroll_account;taxes;credit_card;direct_debit
984482,current_account
599669,current_account
994296,current_account
1297628,
872150,payroll_account;individual_plus_account;payroll;pensions;direct_debit
1096518,current_account
1174508,current_account
296248,current_account;individual_account;pension;direct_debit
854131,current_account;direct_debit
1329543,current_account
77046,current_account;longterm_deposit;eaccount
1110056,
1365697,current_account
238500,current_account;individual_account
441094,
975710,payroll_account;payroll;pensions;direct_debit
359091,payroll_account;payroll;pensions;direct_debit
247907,current_account;individual_account;funds;securities
851294,current_account
143285,current_account;eaccount;securities
695073,
1054272,payroll_account;eaccount;direct_debit
253081,current_account;taxes
1154555,current_account
954400,payroll_account;direct_debit
832160,current_account;individual_plus_account;taxes
933897,current_account
1270587,current_account
446993,individual_account
475025,individual_account
1321406,current_account
1259254,current_account
786278,current_account
887651,
406099,individual_account;taxes
454549,current_account;individual_account
432050,individual_account
488535,current_account;individual_plus_account
1022429,current_account;eaccount
1260524,current_account
1323003,
565166,current_account;individual_account
395323,
777091,current_account;home_account
1045274,current_account
26110,current_account
423077,payroll_account;eaccount;direct_debit
578807,individual_account
94067,current_account
302428,individual_plus_account
1342438,current_account;direct_debit
717489,current_account;individual_plus_account;direct_debit
1334099,
1318249,current_account
1355106,current_account
381908,
1204085,current_account
438770,
683874,current_account
845892,junior_account
1112339,current_account
796614,current_account;longterm_deposit;direct_debit
1039606,current_account
990071,payroll_account;credit_card;securities;payroll;pensions;direct_debit
554840,current_account
410376,
1336569,current_account
278346,current_account;individual_account;individual_plus_account;eaccount;credit_card;securities;direct_debit
926736,current_account
1453973,current_account
453457,individual_account;taxes;payroll;pensions;direct_debit
1032591,current_account
1169938,current_account
1235641,current_account;direct_debit
1282102,current_account
1253458,current_account
1020259,payroll_account;eaccount;credit_card;payroll;pensions;direct_debit
951896,current_account
806785,current_account
606748,current_account
276028,
346431,
17861,current_account;eaccount;direct_debit
210015,individual_account
892148,current_account;premium_individual_account;taxes
1358679,current_account
1107622,current_account
992053,current_account;direct_debit
1173123,current_account
618033,payroll_account;longterm_deposit;eaccount;funds;direct_debit
1022881,current_account
82340,current_account;eaccount;taxes
966776,current_account
1066018,current_account
1370347,
545700,
717310,current_account;individual_plus_account
111226,mortgage
1195663,current_account
1092691,payroll_account;direct_debit
209621,current_account;individual_account
1074262,payroll_account;eaccount;taxes;direct_debit
1168039,current_account
1224266,
138015,payroll_account;individual_plus_account;eaccount;pension;taxes;credit_card;securities;payroll;pensions;direct_debit
1019030,current_account;eaccount
1032377,current_account
1110327,current_account
1282393,current_account
394593,current_account
1050408,current_account
1421965,current_account
906108,premium_individual_account
878092,current_account
585545,current_account
961897,current_account
884807,current_account
1238807,current_account;direct_debit
1118585,current_account;eaccount;taxes;direct_debit
716836,current_account;individual_account
438449,current_account;individual_account
680402,payroll_account
460073,
992686,current_account
1380966,taxes
1257050,payroll_account;taxes;direct_debit
381312,current_account;individual_account
175636,payroll_account;individual_account;eaccount;credit_card;payroll;pensions;direct_debit
1280515,current_account
746199,loan
930746,current_account
959004,current_account
1010099,current_account
315377,current_account;individual_account
276186,current_account;individual_account;individual_plus_account;funds;pension;credit_card;securities;direct_debit
550496,current_account;credit_card
1338738,
1179892,current_account
909995,premium_individual_account
1094255,current_account;eaccount;direct_debit
178277,current_account;eaccount;taxes;direct_debit
128995,current_account
973913,current_account
497754,individual_account
712978,
763821,current_account
810512,current_account;individual_plus_account
1401564,
1359058,current_account
1094012,current_account
241397,current_account
1288781,current_account
650863,
1245044,current_account;direct_debit
430667,current_account
1100340,current_account
669431,junior_account
967617,payroll_account;credit_card;direct_debit
112749,current_account;individual_account
655752,
1286516,current_account
249898,current_account
1389125,current_account
1383433,current_account
1253275,
515909,
993488,current_account
614035,current_account
702344,current_account
184521,current_account
948922,current_account
482286,individual_account
1374467,
977821,current_account
1024154,current_account
324615,current_account
1179142,current_account
983144,current_account
995102,current_account
948938,current_account;eaccount;taxes;direct_debit
553139,current_account
1062331,current_account
430075,current_account;individual_account
819502,current_account;individual_plus_account
677408,current_account
1125196,current_account
821939,current_account;individual_plus_account;securities
957049,current_account
932213,
321827,
1049198,current_account;direct_debit
1094924,current_account
52486,
570186,current_account
1166435,current_account
770973,
1216162,current_account
43782,payroll_account;individual_account;individual_plus_account;eaccount;credit_card
1255495,current_account
490751,
1299613,current_account
984298,current_account
1180104,current_account;direct_debit
315195,current_account;individual_account
1225991,
207521,
988185,current_account
475181,current_account;individual_account
224985,current_account;individual_account
336410,
849016,
411490,current_account;individual_account
289797,payroll_account;individual_account;credit_card;payroll;pensions
1015647,payroll_account;eaccount;taxes;payroll;pensions;direct_debit
1047977,current_account
1392463,payroll_account;payroll;pensions
578982,current_account;direct_debit
57920,current_account
105486,current_account
573926,
1282630,current_account
868175,current_account;individual_plus_account
365424,current_account;individual_account
1033344,current_account
256228,current_account
358840,current_account;individual_account
853749,current_account;individual_plus_account;direct_debit
1322282,current_account
926304,current_account
764822,current_account;individual_account
1216802,current_account
301995,current_account;individual_account;direct_debit
81267,current_account;payroll_account;individual_account;longterm_deposit;eaccount;credit_card;pensions;direct_debit
460267,
1360267,current_account
29830,payroll_account;longterm_deposit;funds;taxes;credit_card;payroll;pensions;direct_debit
727389,current_account
222211,current_account;credit_card;direct_debit
1151914,current_account
1226743,current_account
1442245,current_account
605112,current_account
488841,payroll_account;pensions;direct_debit
35024,individual_account
1316424,current_account
1227842,
647921,current_account;individual_plus_account
514199,junior_account
786757,current_account;shortterm_deposit
1362636,payroll_account
983839,current_account
1201259,current_account
154898,payroll_account;eaccount;taxes;credit_card;payroll;pensions;direct_debit
518916,current_account
802848,current_account
397115,
1166744,
1247447,current_account;eaccount
1051209,current_account
1306585,
1178197,current_account
552463,current_account
1181927,current_account
92373,payroll_account;individual_plus_account;eaccount;funds;direct_debit
432952,payroll_account;individual_plus_account;eaccount;taxes;payroll;pensions;direct_debit
1105391,current_account
1338313,current_account
1209455,
1098567,
465745,current_account;individual_account;securities
1362188,
221771,current_account
1267819,current_account
60892,current_account;payroll_account;eaccount;funds;taxes;home_account;payroll;pensions;direct_debit
1153287,
1121710,payroll_account;taxes;credit_card;payroll;pensions;direct_debit
1075335,current_account
346533,payroll_account;eaccount;taxes;direct_debit
138906,payroll_account;mortgage;payroll;pensions;direct_debit
594829,current_account;individual_account;individual_plus_account
1126321,payroll_account;longterm_deposit;eaccount;direct_debit
