cust_id,products
1172570,current_account
1024644,current_account
1172511,current_account
1079934,current_account
644304,
1214778,
404867,current_account;individual_account
1008856,junior_account
281605,current_account;individual_account
245979,current_account;direct_debit
973741,payroll_account;payroll;pensions
575001,junior_account
1203588,current_account
1418319,
965487,current_account;direct_debit
649223,current_account
950288,current_account;premium_individual_account
1300239,current_account
958963,current_account
500608,current_account;individual_account;taxes;payroll;pensions;direct_debit
113333,payroll_account;individual_plus_account;longterm_deposit;securities;payroll;pensions;direct_debit
601038,current_account
1228655,current_account
1181524,
1260082,current_account;direct_debit
798250,
802769,current_account
763993,current_account
781054,junior_account
1185643,current_account
548591,current_account
967724,current_account
468379,current_account
1327183,current_account
98150,current_account;individual_account;pension
194739,payroll_account;individual_plus_account;medterm_deposit;longterm_deposit;pension;credit_card;direct_debit
1057138,current_account
965774,current_account
254759,
432943,individual_account;taxes
168856,
1408535,current_account
1242166,current_account
465381,
258085,current_account;eaccount;funds;pension;direct_debit
979973,current_account
972695,current_account
722938,
572530,current_account
935318,current_account
1295181,current_account
909414,
64106,taxes;securities
1353992,payroll_account;payroll;pensions;direct_debit
1042608,current_account
808460,current_account;funds
872098,current_account;longterm_deposit;taxes
1275575,payroll_account
298240,individual_account
1080073,current_account
1389772,longterm_deposit
808429,current_account
117190,current_account
121302,current_account;longterm_deposit;eaccount;mortgage;home_account;direct_debit
1034811,current_account
1234945,current_account
1283781,current_account
1249857,
1084543,current_account
613099,current_account
673697,current_account
62616,current_account;individual_account
357169,current_account;individual_account
944251,current_account
557063,payroll_account;individual_account;credit_card;direct_debit
857324,current_account
623359,current_account
1026624,current_account
1232762,current_account;direct_debit
361571,current_account;individual_account
1057214,current_account
60343,
944781,current_account
585562,current_account;individual_plus_account;eaccount
829415,current_account
351560,current_account;taxes;direct_debit
1215076,current_account
227921,current_account;individual_account;longterm_deposit;credit_card
1138615,junior_account
1259146,payroll_account;direct_debit
230666,
1141732,current_account
106888,individual_account
1294967,current_account;direct_debit
1077301,current_account
1082833,current_account
172971,current_account;individual_account
484637,current_account;individual_account;direct_debit
1206409,current_account
1223118,payroll_account
818582,
172936,current_account;payroll_account;individual_account;eaccount;taxes;credit_card;pensions;direct_debit
1365515,current_account
1177904,current_account
922696,current_account
507218,current_account
905637,premium_individual_account
971411,
452630,current_account;individual_account
1028348,current_account
1115198,current_account
1261102,current_account
275868,individual_account
1058553,current_account
1230506,current_account
547971,individual_account;longterm_deposit
1202818,payroll_account;taxes;payroll;pensions
796161,
1266706,
122714,current_account;eaccount;credit_card
369447,current_account
30435,payroll_account;individual_plus_account;longterm_deposit;eaccount;mortgage;pension;taxes;direct_debit
454970,current_account;eaccount
956180,current_account
1340078,current_account
320041,payroll_account;individual_account;taxes;direct_debit
1119103,
1332822,current_account
1072289,current_account
720149,
922553,current_account
516693,
878248,
1157321,current_account
1298523,current_account;eaccount
1023717,current_account;eaccount;direct_debit
49712,current_account;individual_account;medterm_deposit;longterm_deposit;direct_debit
57134,current_account;individual_account;funds;securities
62060,
81931,current_account;eaccount;securities;direct_debit
1281439,current_account
492825,current_account;individual_account
1149586,current_account
1069791,current_account
442947,
1153517,current_account
1341373,
931188,
991015,current_account
125774,payroll_account;individual_plus_account;taxes;credit_card;payroll;pensions;direct_debit
1162302,current_account
367255,current_account
414848,current_account;individual_account
1050134,current_account
66621,current_account;individual_account;securities
885306,
191678,current_account;individual_account
231238,home_account
1163223,current_account
185029,current_account;individual_account
1265062,current_account
476394,current_account;pension
839700,shortterm_deposit
936513,current_account
1009469,current_account
986865,current_account
216912,current_account;individual_account
711466,
1281370,current_account
1199640,current_account
1206996,current_account
362184,current_account;individual_account
756086,
1242407,
961929,current_account
1293217,current_account
1087499,current_account
1151501,current_account
361579,current_account
1326809,current_account
601263,current_account
947345,current_account
790858,current_account;eaccount;direct_debit
1275025,current_account
713694,current_account
1450882,
1254608,current_account;longterm_deposit
972347,current_account
1115359,current_account;taxes
1417424,current_account
1201281,current_account
540673,individual_account
1104898,current_account
1371750,
959681,current_account
25473,current_account;individual_account;longterm_deposit;funds;securities
996672,
341053,
1183338,current_account
217695,current_account;individual_account
1255126,payroll_account;payroll;pensions;direct_debit
322321,
1201942,
99637,
139724,
627881,
20545,payroll_account;eaccount;credit_card;direct_debit
986098,current_account
1362870,eaccount
259630,current_account;longterm_deposit
1135174,junior_account
1116880,current_account
938105,current_account
1243929,eaccount
1117727,payroll_account;payroll;pensions;direct_debit
624525,current_account;longterm_deposit
1133885,
1268457,
1341235,
1300391,current_account
562701,current_account
1300144,
1002316,eaccount
105210,payroll_account;longterm_deposit;eaccount;pension;taxes;credit_card;direct_debit
806571,current_account
1165195,eaccount
577605,current_account;individual_plus_account;securities;direct_debit
1282630,current_account
269778,current_account;payroll_account;longterm_deposit;eaccount;taxes;payroll;pensions;direct_debit
562462,current_account;individual_account
277106,current_account;mortgage;direct_debit
1179789,current_account
1178110,
896764,
1334515,current_account
979216,
385269,
153976,current_account;individual_account;individual_plus_account;longterm_deposit;eaccount;funds;taxes;credit_card;securities;direct_debit
451466,payroll_account;individual_plus_account;credit_card;payroll;pensions;direct_debit
904292,premium_individual_account
1333522,current_account
890619,current_account;premium_individual_account
670676,current_account
1217497,
1308234,current_account
1028027,current_account
908325,current_account
1069510,current_account;direct_debit
845790,payroll_account;eaccount;funds;payroll;pensions
319311,
172696,
1238535,
596413,payroll_account;eaccount;taxes;credit_card;payroll;pensions
1433558,current_account
632194,current_account;individual_account
1139887,current_account
85125,eaccount;funds;taxes;direct_debit
1394006,payroll_account;payroll;pensions;direct_debit
993184,current_account
1059942,
1245298,current_account;direct_debit
536263,
1172172,current_account
1279443,current_account
915036,current_account;premium_individual_account;eaccount;pension;securities
1079098,current_account;eaccount
1263363,current_account;direct_debit
1346105,current_account
669185,current_account
205753,current_account;eaccount
1090761,
526676,current_account
201712,current_account;shortterm_deposit;medterm_deposit;longterm_deposit;eaccount;securities
804143,current_account;individual_plus_account
715512,current_account
1049611,current_account
1362419,current_account
350878,
961234,
1327011,current_account
389646,current_account;payroll_account;longterm_deposit;mortgage;credit_card;payroll;pensions;direct_debit
950514,current_account
1439481,current_account
182091,current_account;individual_account
375777,current_account;direct_debit
526318,individual_account
1236702,
645490,payroll_account;eaccount;taxes;payroll;pensions
1395258,
1314626,current_account
1339000,current_account
1048292,current_account
603568,current_account;individual_plus_account;credit_card;direct_debit
877719,current_account;individual_plus_account;longterm_deposit
1170611,payroll_account;eaccount;payroll;pensions;direct_debit
613905,junior_account
286203,current_account;individual_account
622150,current_account;individual_account
1410157,current_account
522015,payroll_account;medterm_deposit;eaccount;funds;taxes;credit_card;payroll;pensions;direct_debit
1274925,current_account
579418,current_account
504690,individual_account
1317586,payroll_account;direct_debit
1392938,payroll_account;direct_debit
445683,current_account;individual_plus_account
700054,
1193215,current_account
559875,current_account;longterm_deposit;eaccount;funds;credit_card
716371,payroll_account;taxes;direct_debit
1117790,current_account
390757,payroll_account;eaccount;mortgage;pension;direct_debit
989981,current_account
543374,individual_account
1286225,current_account
731634,
718866,
1143060,current_account
909876,premium_individual_account
954800,current_account
588448,current_account
420619,current_account;longterm_deposit;eaccount
1341575,
989480,
1110326,current_account
842530,eaccount;taxes
604130,current_account
137497,payroll_account;individual_account;taxes;payroll;pensions
1354423,current_account
1112519,
1320173,current_account
514264,individual_account
394561,current_account;individual_account;direct_debit
225604,current_account;individual_account
507176,current_account
1342164,current_account
1147222,current_account;taxes;direct_debit
1274865,current_account
1198353,
680737,current_account
138409,current_account;individual_account
508995,current_account
1239956,current_account
287875,
1163102,
1297068,
692018,current_account
868042,current_account
971044,
994543,current_account
435467,
657981,current_account
926012,current_account
910999,current_account;premium_individual_account;longterm_deposit
1276940,current_account
319507,current_account;individual_account;direct_debit
197200,payroll_account;individual_plus_account;longterm_deposit;eaccount;payroll;pensions;direct_debit
603493,
897354,
461820,current_account;individual_account;eaccount;securities
1076703,current_account
801968,longterm_deposit
921321,current_account
477765,current_account;individual_account;individual_plus_account
69549,
296595,individual_account
1082569,current_account
1384063,current_account
980296,current_account
1444695,current_account
932866,current_account
1126556,payroll_account
1264658,current_account;eaccount
295452,individual_account
451030,current_account;individual_plus_account;direct_debit
1383644,current_account
224731,individual_account
956792,current_account
280839,current_account;longterm_deposit
389514,taxes
1136688,current_account;payroll_account;eaccount;payroll;pensions;direct_debit
1261527,current_account;direct_debit
284672,eaccount
899441,current_account
1062524,current_account;direct_debit
1248859,
968100,current_account
1094196,current_account
1057532,current_account
1021433,current_account
396184,direct_debit
321718,individual_account
204040,payroll_account;eaccount;mortgage;credit_card;direct_debit
614745,current_account
974343,current_account;eaccount;direct_debit
1034484,
1099484,current_account
518059,
1336091,junior_account
61342,funds
1254067,current_account
348533,current_account;individual_account;longterm_deposit
1390120,current_account
95301,payroll_account;individual_account;individual_plus_account;credit_card;payroll;pensions;direct_debit
589799,current_account
376552,
243998,current_account;individual_account;securities
408466,current_account;individual_account;credit_card
1103387,current_account
361549,current_account;individual_plus_account
1017268,current_account;direct_debit
1228531,current_account
118438,
110318,current_account
49678,current_account;individual_account
1084992,
1182027,current_account
1264564,payroll_account;direct_debit
122824,
159007,
86843,payroll_account;individual_plus_account;mortgage;credit_card;payroll;pensions;direct_debit
1381601,
697961,
210497,current_account;individual_account
410253,current_account
615342,current_account
343332,current_account;individual_account;longterm_deposit;funds
406318,current_account;individual_account;funds
887419,taxes
239733,current_account;individual_account;credit_card;securities;direct_debit
1263142,current_account
1336712,
1025115,current_account
521611,current_account;individual_account
1395189,
280530,current_account
855142,individual_plus_account
103396,current_account;individual_plus_account;pensions;direct_debit
1044360,current_account
386969,current_account;individual_account;medterm_deposit;direct_debit
451304,junior_account
1304408,current_account
1359199,current_account
1048189,current_account
552897,current_account;payroll_account;eaccount;credit_card;direct_debit
1385943,longterm_deposit
1137225,current_account;direct_debit
648966,
779065,
845519,
416142,current_account
881993,
1049332,current_account
955586,current_account
1295294,current_account;eaccount
429219,current_account
1307269,
1025223,current_account
737834,
1069726,current_account
781245,
590397,current_account;longterm_deposit
488772,taxes
1386958,
622972,loan
1254539,
923626,current_account
1150185,current_account
159858,payroll_account;individual_plus_account;payroll;pensions;direct_debit
939200,current_account
1380842,current_account;direct_debit
1029988,current_account
663717,
1320824,current_account
1326023,current_account
1234712,taxes
1162612,current_account;direct_debit
1203640,current_account
648278,current_account;individual_plus_account;longterm_deposit;pension
1055542,current_account
1174259,
433422,current_account;individual_account
174421,current_account;individual_account;longterm_deposit
358861,current_account;individual_account
955949,payroll_account;direct_debit
525821,junior_account
425441,eaccount
325633,current_account;individual_plus_account;eaccount;direct_debit
866909,current_account;longterm_deposit;eaccount;funds
968242,current_account
972733,current_account
1379431,current_account
702921,current_account
156965,payroll_account;eaccount;funds;credit_card;payroll;pensions;direct_debit
977919,current_account
106400,payroll_account;individual_account;credit_card;direct_debit
824177,individual_plus_account
317448,current_account;individual_account
1370922,current_account;direct_debit
1027375,current_account
472238,individual_plus_account;taxes
840082,current_account
1230417,
1422516,
1302996,current_account
1090067,current_account
1039593,current_account
191412,current_account
1056474,current_account
127505,current_account
1172560,current_account
774379,
211249,current_account;payroll_account;taxes;payroll;pensions;direct_debit
1448512,current_account
930958,current_account
668589,current_account;longterm_deposit
828068,
1105007,current_account
66273,current_account
263312,individual_account
1236973,current_account
467676,current_account;individual_plus_account;direct_debit
1222026,current_account
760769,
546547,current_account;individual_account;direct_debit
926256,
1230771,current_account
82937,current_account
1179280,current_account
1363995,current_account
121388,
1155249,current_account
1070351,current_account
85464,
944352,current_account
1403015,payroll_account
1149644,current_account
533349,current_account;individual_account
349333,individual_account;taxes
92082,payroll_account;individual_account
1321458,current_account
814930,current_account;individual_plus_account
1419965,
317177,longterm_deposit;credit_card
1259566,longterm_deposit;eaccount
48323,individual_account
836893,
659712,
1271469,current_account
554472,payroll_account;individual_plus_account;mortgage;payroll;pensions;direct_debit
1355452,
1414016,current_account
73977,
598493,current_account
1151057,current_account
189981,current_account;individual_account
1389161,current_account
1399236,current_account;direct_debit
154294,
952472,current_account
543453,current_account;individual_account
353597,current_account
1202510,current_account
1374490,current_account
633003,current_account
1138449,junior_account
542688,current_account;individual_account
1276440,current_account
528886,current_account
1029409,
1048069,current_account
396075,current_account;individual_account
324288,
490787,current_account
189700,current_account
191422,
821732,current_account
136702,current_account;individual_account
384694,individual_account
651662,
1157428,current_account
417348,current_account;payroll_account;individual_account;direct_debit
1312766,current_account
862522,current_account
1005586,
356703,current_account;individual_account
182184,
1235164,current_account
1322331,current_account
269319,current_account
131201,payroll_account;longterm_deposit;eaccount;credit_card;securities;direct_debit
1194867,current_account
867833,current_account;eaccount
983548,current_account
427870,current_account;individual_plus_account;taxes;direct_debit
1072801,current_account
66939,current_account
969895,current_account
1046076,current_account
94146,current_account;funds;securities
1228871,current_account;direct_debit
54562,
1429119,current_account
1247064,direct_debit
1052592,current_account
1282346,current_account
1415995,
1138052,current_account;longterm_deposit;direct_debit
1057523,current_account;direct_debit
136333,
1255884,current_account
172547,current_account;securities
1320309,current_account
103306,payroll_account;eaccount;taxes;credit_card;direct_debit
419885,current_account;payroll_account;individual_account;individual_plus_account;taxes;payroll;pensions;direct_debit
956498,current_account
575365,current_account;longterm_deposit
372297,current_account;individual_account
983183,current_account
1045894,current_account
462745,current_account;individual_account
776624,
1328289,current_account
1208754,current_account
1047651,current_account
93943,
1180034,current_account
1177152,current_account
1207461,current_account
675478,current_account;individual_account;longterm_deposit
1147033,current_account
677828,current_account
777069,
1051273,payroll_account;payroll;pensions;direct_debit
806544,current_account;individual_plus_account
923168,current_account
583934,junior_account
726664,current_account
1447083,current_account
1154370,current_account
356967,payroll_account;eaccount;direct_debit
228419,current_account;individual_account
1175106,current_account
593755,current_account;individual_account
1117280,current_account
78603,
1412201,
1403330,eaccount
513226,
966144,current_account
60007,current_account;individual_account;taxes;credit_card;direct_debit
170172,payroll_account;longterm_deposit;eaccount;credit_card;securities;payroll;pensions;direct_debit
665363,current_account;loan
1238315,eaccount
961853,current_account
1338099,current_account;direct_debit
1234568,current_account
968565,current_account
1288885,current_account
914616,current_account
1248155,current_account
24297,securities
368327,current_account;direct_debit
627680,
76009,current_account;mortgage
139110,payroll_account;individual_plus_account;eaccount;pensions;direct_debit
1203870,current_account
445344,payroll_account;individual_account;funds;credit_card;payroll;pensions
398449,current_account;individual_account;eaccount
1440573,current_account
1082179,current_account
1195349,current_account
528181,current_account
1273833,current_account
953072,current_account
1070259,current_account
1055521,current_account
95142,current_account
1413194,current_account
816088,
986970,current_account
548339,current_account
1060846,current_account
379620,current_account
1362884,
251280,individual_plus_account
481146,
858547,payroll_account;eaccount;taxes;credit_card;payroll;pensions;direct_debit
953010,current_account
652848,
667103,
1325280,current_account;eaccount
871682,
390995,payroll_account;longterm_deposit;eaccount;taxes;payroll;pensions;direct_debit
985962,current_account
926677,current_account
60047,current_account
192926,current_account
312404,current_account;individual_account;direct_debit
1363345,
638960,
1115020,payroll_account;eaccount;credit_card;direct_debit
1411368,current_account
807217,current_account;eaccount
948187,current_account
1260805,current_account
379732,
1002468,
823775,current_account
1259591,current_account;direct_debit
948703,current_account
1305834,current_account
521191,junior_account
1274331,current_account
1065469,current_account
474896,current_account;longterm_deposit;eaccount
1109794,current_account
1328173,current_account
1440239,payroll_account;payroll;pensions
1370053,current_account
486066,current_account;individual_account
1353305,current_account
1029990,current_account;longterm_deposit;funds;credit_card
1136920,current_account;direct_debit
977563,current_account
1318496,current_account
1041326,current_account
1436975,current_account
899210,eaccount
1335148,current_account
95871,current_account
1281068,current_account
1414147,current_account;direct_debit
733866,payroll_account;credit_card;payroll;pensions;direct_debit
912003,premium_individual_account
524005,
561464,current_account
1453661,current_account
1221805,current_account
414177,current_account;individual_account;taxes
949184,
809731,individual_plus_account
1236536,current_account
1059027,current_account
1358636,payroll_account;payroll;pensions;direct_debit
249487,current_account;individual_account
375091,current_account;individual_account
286727,individual_account
90657,current_account;payroll_account;credit_card;direct_debit
1271695,
1435318,current_account
502280,current_account;individual_account;home_account;direct_debit
502980,current_account
962186,current_account
595021,current_account
224292,current_account;individual_plus_account;eaccount;pension;securities
65328,payroll_account;individual_account;taxes;credit_card;securities;home_account;payroll;pensions;direct_debit
197139,current_account;individual_account;direct_debit
698453,current_account
1185144,current_account
47593,current_account
1017173,eaccount
123617,current_account;payroll;pensions;direct_debit
1038085,current_account
781846,current_account
1358330,
1205744,current_account
472410,payroll_account;taxes;direct_debit
1214964,current_account
1354572,securities
577971,current_account;eaccount
1423176,current_account;credit_card;direct_debit
1330812,current_account
234342,current_account;individual_account
378164,current_account;individual_account;individual_plus_account;securities;direct_debit
268596,payroll_account;individual_account;taxes;credit_card;payroll;pensions;direct_debit
878869,payroll_account;longterm_deposit;credit_card;payroll;pensions;direct_debit
1176269,current_account
210888,individual_account
799064,longterm_deposit
314476,current_account;individual_account
68500,
93221,current_account;individual_account
1063676,current_account
570692,current_account;funds
803948,current_account
1155530,current_account
311231,
1148943,current_account;direct_debit
187160,current_account
1337421,current_account
436095,current_account;individual_account
690810,current_account
1038844,current_account
1400668,
42532,
934986,current_account
1032287,current_account
170949,payroll_account;individual_account;mortgage;payroll;pensions
386952,current_account;direct_debit
234573,current_account;individual_account;funds
1424388,current_account
434218,
875139,payroll_account;taxes;direct_debit
368534,current_account;individual_account
641742,
826517,current_account;eaccount
1190525,current_account
243781,current_account;individual_account;longterm_deposit
896406,
426161,individual_account;longterm_deposit;eaccount
1328146,current_account
786278,current_account
734467,current_account
1349154,current_account
468971,current_account;individual_account
484171,
1241122,
1159261,current_account
477014,current_account;longterm_deposit;eaccount
559691,longterm_deposit;eaccount
406653,payroll_account;eaccount;payroll;pensions;direct_debit
202450,individual_account
1436732,current_account
1328410,current_account
1153652,current_account
1286945,current_account
39852,current_account;mortgage
1075265,current_account
1099057,current_account;longterm_deposit
860975,current_account
1048427,current_account
1041572,current_account
183563,current_account;eaccount;direct_debit
60583,current_account
87076,current_account;longterm_deposit;eaccount;funds;securities
1015042,current_account;eaccount
1210425,current_account;direct_debit
481723,current_account;home_account
180431,individual_account;funds
1138480,payroll_account;payroll;pensions
379583,current_account;individual_account
815440,current_account;individual_plus_account
480851,current_account;individual_account
403705,current_account;individual_account
102780,payroll_account;taxes;direct_debit
218828,current_account;funds;securities
1364409,current_account
1321852,current_account
1074838,current_account
954818,current_account
1203622,current_account
656320,
1142885,current_account
1204060,current_account
1141615,current_account
210773,current_account;individual_account
399476,individual_account
54845,current_account;individual_account;direct_debit
1333980,
577594,current_account;individual_account;funds;taxes;credit_card
1303085,current_account;direct_debit
1047333,current_account
400434,current_account;individual_account
783701,payroll_account;payroll;pensions;direct_debit
932451,current_account
1319439,current_account
438952,current_account;payroll_account;individual_account;payroll;pensions;direct_debit
292360,individual_account
1374423,current_account
1004293,payroll_account;eaccount;taxes;payroll;pensions;direct_debit
691322,payroll_account;individual_plus_account;direct_debit
256232,current_account;individual_account
573265,current_account;individual_account
588437,current_account
471062,current_account;individual_account
975075,current_account
1078791,current_account
103960,current_account;credit_card;direct_debit
1317096,current_account;eaccount
825819,individual_plus_account
1175144,current_account
1452933,
1355451,current_account
1388383,payroll_account;payroll;pensions
1120209,current_account
815181,
937275,current_account
1316639,
792916,current_account
1330229,
37636,current_account
378091,longterm_deposit
1146461,current_account
675431,current_account
1314342,current_account
1110512,current_account
1018994,current_account;eaccount
1237642,
656643,
1420284,current_account
359694,current_account;longterm_deposit
1102763,current_account
1181266,current_account
1361125,current_account
484963,current_account
459262,
100401,payroll_account;eaccount;taxes;credit_card;securities;direct_debit
1203060,current_account
334621,current_account;individual_account
992208,current_account
604281,current_account
1087639,current_account
1157677,
1277092,
1079430,current_account
1364135,current_account
1199813,current_account
1289474,current_account
1034228,current_account
934358,current_account
1044339,current_account
766767,
114480,current_account;payroll_account;longterm_deposit;eaccount;taxes;securities;payroll;pensions;direct_debit
1282949,current_account
1105408,current_account
1303524,current_account
777173,current_account;direct_debit
1226863,current_account
610685,current_account;individual_plus_account
526139,current_account;individual_account;home_account
1102554,current_account
1147684,current_account
1060231,current_account
231213,individual_account
1113082,current_account
346025,current_account
1428094,current_account
58310,
291748,
1285765,eaccount
1215819,current_account
963530,current_account
870577,payroll_account;taxes;direct_debit
1072656,current_account
1343586,
933170,current_account;direct_debit
46871,current_account;longterm_deposit
924891,current_account
1269887,current_account
78086,securities
538389,current_account;individual_account
130529,current_account
85677,payroll_account;eaccount;credit_card;payroll;pensions;direct_debit
154277,current_account;individual_account
952181,current_account
141756,payroll_account;longterm_deposit;eaccount;securities;payroll;pensions
538854,current_account
1256768,current_account;direct_debit
1296351,current_account
155429,current_account
55919,
79200,individual_account
975333,current_account
424571,
755419,current_account
1115564,current_account
702483,current_account
265286,current_account;individual_account
1364716,
903499,
280596,current_account;individual_account
1042330,current_account
198316,
686374,
94216,current_account;individual_account;longterm_deposit;funds;direct_debit
475121,current_account;individual_account;direct_debit
1396099,current_account
344728,current_account;individual_account
668867,individual_plus_account
670051,current_account
1318063,current_account
455218,current_account;eaccount
1356735,
1174089,current_account
283719,individual_account;individual_plus_account
740814,current_account
339191,individual_account
195608,
801797,current_account;funds
959574,current_account
1155419,current_account
975514,current_account
544728,current_account
447200,current_account;individual_account
487552,
1193341,current_account
1224345,
1337404,
651141,current_account;direct_debit
1182836,current_account
964998,current_account
1012030,eaccount
792771,current_account
1446389,current_account
239131,
30341,current_account;individual_account;taxes
570056,current_account
1297684,current_account;eaccount
40533,current_account
52414,current_account;individual_account
490606,current_account;individual_plus_account;taxes
1100299,current_account
331251,current_account
357435,
1005438,
29433,current_account;individual_account
63532,current_account;payroll_account;eaccount;taxes;credit_card;payroll;pensions;direct_debit
1041323,current_account
1172554,current_account
1064860,current_account
504528,
64787,
129153,payroll_account;longterm_deposit;eaccount;funds;taxes;credit_card;securities;payroll;pensions;direct_debit
1224779,current_account
1173712,
955458,payroll_account;longterm_deposit;payroll;pensions
963933,current_account
872802,longterm_deposit
525047,
1202988,current_account
1408215,current_account
455592,
1289074,current_account
1025234,current_account
980618,current_account
556430,current_account
1334893,current_account
1021013,
1365634,payroll_account;payroll;pensions;direct_debit
1058708,current_account
356208,individual_plus_account
1345609,
671003,current_account
1294007,current_account
